system,technique,question,valida,rouge1,rouge2,rougeL,recall@1,recall@3,recall@5
rag,zero-shot,What instrumentation does ISO 1996-2 require for environmental noise measurements?,True,0.3333333333333333,0.08750000000000001,0.1851851851851852,0.0,0.0,0.0
rag,few-shot,What instrumentation does ISO 1996-2 require for environmental noise measurements?,True,0.125,0.03174603174603175,0.09375,0.0,0.0,0.0
rag,chain-of-thought,What instrumentation does ISO 1996-2 require for environmental noise measurements?,True,0.11764705882352942,0.017094017094017096,0.11764705882352942,0.0,0.0,0.0
rag,rag-anclado,What general form does the CNOSSOS-EU sound power equation take as a function of vehicle speed?,True,0.5549738219895288,0.3386243386243386,0.32460732984293195,1.0,1.0,1.0
rag,zero-shot,What general form does the CNOSSOS-EU sound power equation take as a function of vehicle speed?,True,0.5615763546798029,0.36815920398009944,0.3251231527093596,1.0,1.0,1.0
rag,few-shot,What general form does the CNOSSOS-EU sound power equation take as a function of vehicle speed?,True,0.5925925925925926,0.39572192513368987,0.3068783068783069,1.0,1.0,1.0
rag,chain-of-thought,What general form does the CNOSSOS-EU sound power equation take as a function of vehicle speed?,True,0.22222222222222224,0.13533834586466167,0.14814814814814814,1.0,1.0,1.0
rag,rag-anclado,"What is the frequency range of interest in ISO 3746, and what does the reference box enclose?",True,0.6862745098039216,0.504950495049505,0.5784313725490196,1.0,1.0,1.0
rag,zero-shot,"What is the frequency range of interest in ISO 3746, and what does the reference box enclose?",True,0.6257668711656442,0.4720496894409938,0.4662576687116564,1.0,1.0,1.0
rag,few-shot,"What is the frequency range of interest in ISO 3746, and what does the reference box enclose?",True,0.5454545454545454,0.4461538461538461,0.5151515151515151,1.0,1.0,1.0
rag,chain-of-thought,"What is the frequency range of interest in ISO 3746, and what does the reference box enclose?",True,0.5714285714285715,0.45801526717557256,0.5263157894736842,1.0,1.0,1.0
rag-vertex,rag-anclado,What does ISO 3382-1 specify?,True,0.10256410256410256,0.07894736842105263,0.10256410256410256,1.0,1.0,1.0
rag-vertex,rag-anclado,"What background noise criterion does ISO 3744 impose, and how is the correction K1 applied?",True,0.5081967213114755,0.21978021978021978,0.31693989071038253,1.0,1.0,1.0
rag-vertex,rag-anclado,What does ISO 1996-2 require regarding acoustic calibration?,True,0.11244979919678715,0.0242914979757085,0.05622489959839357,1.0,1.0,1.0
rag-vertex,rag-anclado,"Which physical effects are included in the ISO 9613-2 algorithms, and in which frequency bands do they work?",True,0.6113989637305699,0.4607329842931937,0.5077720207253886,1.0,1.0,1.0
rag-vertex,rag-anclado,"What does ISO 3745 specify, and how does its accuracy compare with ISO 3744 and ISO 3746?",True,0.6262626262626263,0.4135593220338983,0.531986531986532,1.0,1.0,1.0
rag-vertex,rag-anclado,"According to ISO 9613-1, how should users obtain attenuation coefficients for conditions that are not listed in Table 1?",True,0.6226415094339622,0.4807692307692307,0.5283018867924528,1.0,1.0,1.0
rag-vertex,rag-anclado,"What does ISO 10140-5 cover, and what qualification does it require of a test facility?",True,0.20740740740740743,0.09022556390977443,0.16296296296296295,1.0,1.0,1.0
rag-vertex,rag-anclado,"What does ISO 16032 measure, and which quantity is reported?",True,0.07692307692307691,0.007751937984496125,0.06923076923076923,1.0,1.0,1.0
rag-vertex,rag-anclado,How does CNOSSOS-EU represent a vehicle and a traffic flow geometrically?,True,0.632183908045977,0.46511627906976744,0.5517241379310345,1.0,1.0,1.0
rag-vertex,rag-anclado,What is the scope of ISO 16283-1 in terms of room volume and frequency range?,True,0.12440191387559808,0.038461538461538464,0.06220095693779904,1.0,1.0,1.0
rag-vertex,rag-anclado,"How does ISO 9612 define the daily noise exposure level LEX,8h?",True,0.2844444444444444,0.12556053811659196,0.24888888888888888,1.0,1.0,1.0
rag-vertex,rag-anclado,Which reference time intervals does BS 4142 prescribe for day and night?,True,0.3697478991596639,0.2564102564102564,0.2689075630252101,1.0,1.0,1.0
rag-vertex,rag-anclado,"What does ISO 354 specify, and what requirements apply to the reverberation room?",True,0.05687203791469195,0.019138755980861243,0.04739336492890995,1.0,1.0,1.0
rag-vertex,rag-anclado,Which noise descriptor does ISO 1996-3 prefer for specifying noise limits?,True,0.4905660377358491,0.40384615384615374,0.45283018867924535,1.0,1.0,1.0
rag-vertex,rag-anclado,"What does ISO 16283-2 specify, and which impact sources does it describe?",True,0.07092198581560284,0.014388489208633093,0.05673758865248227,1.0,1.0,1.0
rag-vertex,rag-anclado,What does ISO 3382-1 say about deriving decay curves from non-continuous excitation?,True,0.0375,0.0,0.0375,1.0,1.0,1.0
rag-vertex,rag-anclado,What are the stated limitations of the ISO 4869-3 method?,True,0.09558823529411765,0.02962962962962963,0.07352941176470588,1.0,1.0,1.0
rag-vertex,rag-anclado,What instrumentation does ISO 1996-2 require for environmental noise measurements?,True,0.34101382488479265,0.13953488372093023,0.2949308755760369,1.0,1.0,1.0
rag-vertex,rag-anclado,What general form does the CNOSSOS-EU sound power equation take as a function of vehicle speed?,True,0.718232044198895,0.6256983240223463,0.6298342541436465,1.0,1.0,1.0
rag-vertex,rag-anclado,"What is the frequency range of interest in ISO 3746, and what does the reference box enclose?",True,0.6338028169014084,0.5428571428571428,0.6056338028169014,0.0,1.0,1.0
rag-vertex,zero-shot,What does ISO 3382-1 specify?,True,0.28846153846153844,0.11764705882352941,0.23076923076923075,1.0,1.0,1.0
rag-vertex,zero-shot,"What background noise criterion does ISO 3744 impose, and how is the correction K1 applied?",True,0.5257985257985257,0.23703703703703705,0.33415233415233414,1.0,1.0,1.0
rag-vertex,zero-shot,What does ISO 1996-2 require regarding acoustic calibration?,True,0.39408866995073893,0.23880597014925373,0.29556650246305416,1.0,1.0,1.0
rag-vertex,zero-shot,"Which physical effects are included in the ISO 9613-2 algorithms, and in which frequency bands do they work?",True,0.4806201550387597,0.3464566929133859,0.3100775193798449,1.0,1.0,1.0
rag-vertex,zero-shot,"What does ISO 3745 specify, and how does its accuracy compare with ISO 3744 and ISO 3746?",True,0.6135458167330677,0.3775100401606426,0.5099601593625499,1.0,1.0,1.0
rag-vertex,zero-shot,"According to ISO 9613-1, how should users obtain attenuation coefficients for conditions that are not listed in Table 1?",True,0.6055045871559633,0.4672897196261682,0.5137614678899082,1.0,1.0,1.0
rag-vertex,zero-shot,"What does ISO 10140-5 cover, and what qualification does it require of a test facility?",True,0.37988826815642457,0.16949152542372883,0.29050279329608936,1.0,1.0,1.0
rag-vertex,zero-shot,"What does ISO 16032 measure, and which quantity is reported?",True,0.49342105263157904,0.2781456953642384,0.3486842105263158,1.0,1.0,1.0
rag-vertex,zero-shot,How does CNOSSOS-EU represent a vehicle and a traffic flow geometrically?,True,0.5811965811965811,0.42241379310344823,0.5213675213675214,1.0,1.0,1.0
rag-vertex,zero-shot,What is the scope of ISO 16283-1 in terms of room volume and frequency range?,True,0.26038781163434904,0.061281337047353765,0.15512465373961218,1.0,1.0,1.0
rag-vertex,zero-shot,"How does ISO 9612 define the daily noise exposure level LEX,8h?",True,0.5617977528089887,0.35227272727272724,0.44943820224719105,1.0,1.0,1.0
rag-vertex,zero-shot,Which reference time intervals does BS 4142 prescribe for day and night?,True,0.21428571428571427,0.1090909090909091,0.21428571428571427,1.0,1.0,1.0
rag-vertex,zero-shot,"What does ISO 354 specify, and what requirements apply to the reverberation room?",True,0.5755395683453237,0.3840579710144928,0.4676258992805755,1.0,1.0,1.0
rag-vertex,zero-shot,Which noise descriptor does ISO 1996-3 prefer for specifying noise limits?,True,0.47706422018348615,0.3925233644859813,0.44036697247706424,1.0,1.0,1.0
rag-vertex,zero-shot,"What does ISO 16283-2 specify, and which impact sources does it describe?",True,0.6178861788617886,0.512396694214876,0.5691056910569106,1.0,1.0,1.0
rag-vertex,zero-shot,What does ISO 3382-1 say about deriving decay curves from non-continuous excitation?,True,0.6577181208053691,0.3945578231292517,0.5771812080536913,1.0,1.0,1.0
rag-vertex,zero-shot,What are the stated limitations of the ISO 4869-3 method?,True,0.46896551724137925,0.3194444444444444,0.40689655172413797,1.0,1.0,1.0
rag-vertex,zero-shot,What instrumentation does ISO 1996-2 require for environmental noise measurements?,True,0.7254901960784315,0.4851485148514851,0.5882352941176471,1.0,1.0,1.0
rag-vertex,zero-shot,What general form does the CNOSSOS-EU sound power equation take as a function of vehicle speed?,True,0.6599999999999999,0.5151515151515151,0.5,1.0,1.0,1.0
rag-vertex,zero-shot,"What is the frequency range of interest in ISO 3746, and what does the reference box enclose?",True,0.7303370786516854,0.6136363636363635,0.6966292134831461,0.0,1.0,1.0
rag-vertex,few-shot,What does ISO 3382-1 specify?,True,0.3714285714285714,0.20588235294117646,0.2857142857142857,1.0,1.0,1.0
rag-vertex,few-shot,"What background noise criterion does ISO 3744 impose, and how is the correction K1 applied?",True,0.6552901023890785,0.3161512027491409,0.43686006825938567,1.0,1.0,1.0
rag-vertex,few-shot,What does ISO 1996-2 require regarding acoustic calibration?,True,0.4505494505494505,0.34444444444444444,0.3736263736263737,1.0,1.0,1.0
rag-vertex,few-shot,"Which physical effects are included in the ISO 9613-2 algorithms, and in which frequency bands do they work?",True,0.5378151260504201,0.41025641025641024,0.3361344537815126,1.0,1.0,1.0
rag-vertex,few-shot,"What does ISO 3745 specify, and how does its accuracy compare with ISO 3744 and ISO 3746?",True,0.5615763546798029,0.3383084577114428,0.4039408866995074,1.0,1.0,1.0
rag-vertex,few-shot,"According to ISO 9613-1, how should users obtain attenuation coefficients for conditions that are not listed in Table 1?",True,0.6336633663366337,0.5050505050505051,0.5544554455445544,1.0,1.0,1.0
rag-vertex,few-shot,"What does ISO 10140-5 cover, and what qualification does it require of a test facility?",True,0.27692307692307694,0.1875,0.24615384615384614,1.0,1.0,1.0
rag-vertex,few-shot,"What does ISO 16032 measure, and which quantity is reported?",True,0.416289592760181,0.2831050228310502,0.3710407239819004,1.0,1.0,1.0
rag-vertex,few-shot,How does CNOSSOS-EU represent a vehicle and a traffic flow geometrically?,True,0.6744186046511628,0.5647058823529412,0.6395348837209303,1.0,1.0,1.0
rag-vertex,few-shot,What is the scope of ISO 16283-1 in terms of room volume and frequency range?,True,0.38341968911917096,0.09424083769633508,0.2072538860103627,1.0,1.0,1.0
rag-vertex,few-shot,"How does ISO 9612 define the daily noise exposure level LEX,8h?",True,0.6235294117647059,0.4642857142857143,0.5176470588235293,1.0,1.0,1.0
rag-vertex,few-shot,Which reference time intervals does BS 4142 prescribe for day and night?,True,0.3148148148148148,0.2830188679245283,0.3148148148148148,1.0,1.0,1.0
rag-vertex,few-shot,"What does ISO 354 specify, and what requirements apply to the reverberation room?",True,0.45128205128205123,0.39378238341968913,0.45128205128205123,1.0,1.0,1.0
rag-vertex,few-shot,Which noise descriptor does ISO 1996-3 prefer for specifying noise limits?,True,0.48598130841121495,0.39999999999999997,0.44859813084112143,1.0,1.0,1.0
rag-vertex,few-shot,"What does ISO 16283-2 specify, and which impact sources does it describe?",True,0.6386554621848739,0.5299145299145299,0.5882352941176471,1.0,1.0,1.0
rag-vertex,few-shot,What does ISO 3382-1 say about deriving decay curves from non-continuous excitation?,True,0.6206896551724138,0.42105263157894735,0.5517241379310346,1.0,1.0,1.0
rag-vertex,few-shot,What are the stated limitations of the ISO 4869-3 method?,True,0.7485380116959065,0.5088757396449705,0.6900584795321638,1.0,1.0,1.0
rag-vertex,few-shot,What instrumentation does ISO 1996-2 require for environmental noise measurements?,True,0.5714285714285714,0.34210526315789475,0.4415584415584416,1.0,1.0,1.0
rag-vertex,few-shot,What general form does the CNOSSOS-EU sound power equation take as a function of vehicle speed?,True,0.5000000000000001,0.41333333333333333,0.3947368421052632,1.0,1.0,1.0
rag-vertex,few-shot,"What is the frequency range of interest in ISO 3746, and what does the reference box enclose?",True,0.8074534161490684,0.7044025157232704,0.7701863354037267,0.0,1.0,1.0
rag-vertex,chain-of-thought,What does ISO 3382-1 specify?,True,0.26865671641791045,0.09230769230769231,0.17910447761194026,1.0,1.0,1.0
rag-vertex,chain-of-thought,"What background noise criterion does ISO 3744 impose, and how is the correction K1 applied?",True,0.3295454545454545,0.16091954022988506,0.3181818181818182,1.0,1.0,1.0
rag-vertex,chain-of-thought,What does ISO 1996-2 require regarding acoustic calibration?,True,0.5185185185185185,0.4,0.4320987654320988,1.0,1.0,1.0
rag-vertex,chain-of-thought,"Which physical effects are included in the ISO 9613-2 algorithms, and in which frequency bands do they work?",True,0.49122807017543857,0.41071428571428564,0.3157894736842105,1.0,1.0,1.0
rag-vertex,chain-of-thought,"What does ISO 3745 specify, and how does its accuracy compare with ISO 3744 and ISO 3746?",True,0.5064935064935064,0.2236842105263158,0.3506493506493507,1.0,1.0,1.0
rag-vertex,chain-of-thought,"According to ISO 9613-1, how should users obtain attenuation coefficients for conditions that are not listed in Table 1?",True,0.42352941176470593,0.3855421686746988,0.42352941176470593,1.0,1.0,1.0
rag-vertex,chain-of-thought,"What does ISO 10140-5 cover, and what qualification does it require of a test facility?",True,0.0,0.0,0.0,1.0,1.0,1.0
rag-vertex,chain-of-thought,"What does ISO 16032 measure, and which quantity is reported?",True,0.4214876033057851,0.225,0.3140495867768595,1.0,1.0,1.0
rag-vertex,chain-of-thought,How does CNOSSOS-EU represent a vehicle and a traffic flow geometrically?,True,0.6666666666666666,0.449438202247191,0.5333333333333333,1.0,1.0,1.0
rag-vertex,chain-of-thought,What is the scope of ISO 16283-1 in terms of room volume and frequency range?,True,0.2993197278911564,0.08275862068965517,0.20408163265306123,1.0,1.0,1.0
rag-vertex,chain-of-thought,"How does ISO 9612 define the daily noise exposure level LEX,8h?",True,0.5365853658536585,0.308641975308642,0.35365853658536583,1.0,1.0,1.0
rag-vertex,chain-of-thought,Which reference time intervals does BS 4142 prescribe for day and night?,True,0.17647058823529413,0.12000000000000001,0.17647058823529413,1.0,1.0,1.0
rag-vertex,chain-of-thought,"What does ISO 354 specify, and what requirements apply to the reverberation room?",True,0.42512077294685985,0.2731707317073171,0.3768115942028985,1.0,1.0,1.0
rag-vertex,chain-of-thought,Which noise descriptor does ISO 1996-3 prefer for specifying noise limits?,True,0.3368421052631579,0.30107526881720426,0.3368421052631579,1.0,1.0,1.0
rag-vertex,chain-of-thought,"What does ISO 16283-2 specify, and which impact sources does it describe?",True,0.6386554621848739,0.4957264957264958,0.5714285714285715,1.0,1.0,1.0
rag-vertex,chain-of-thought,What does ISO 3382-1 say about deriving decay curves from non-continuous excitation?,True,0.5346534653465346,0.38383838383838387,0.49504950495049505,1.0,1.0,1.0
rag-vertex,chain-of-thought,What are the stated limitations of the ISO 4869-3 method?,True,0.5748502994011976,0.2909090909090909,0.4550898203592814,1.0,1.0,1.0
rag-vertex,chain-of-thought,What instrumentation does ISO 1996-2 require for environmental noise measurements?,True,0.48175182481751827,0.3407407407407408,0.43795620437956206,1.0,1.0,1.0
rag-vertex,chain-of-thought,What general form does the CNOSSOS-EU sound power equation take as a function of vehicle speed?,True,0.1639344262295082,0.15,0.1639344262295082,1.0,1.0,1.0
rag-vertex,chain-of-thought,"What is the frequency range of interest in ISO 3746, and what does the reference box enclose?",True,0.6338028169014084,0.5285714285714285,0.5915492957746479,0.0,1.0,1.0
